instrument_key,symbol,sector,industry,basic_industry
INE277C01012,REGENCERAM,Consumer Durables,Consumer Durables,Ceramics
INE439A01020,ASAHIINDIA,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE692B01014,MURUDCERA,Consumer Durables,Consumer Durables,Ceramics
INE068B01017,SEKURITIND,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE242C01024,ANANTRAJ,Realty,Realty,"Residential, Commercial Projects"
INE469C01023,MADHUDIN,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE298E01022,RESTILE,Consumer Durables,Consumer Durables,Ceramics
INE925C01016,MADHAV,Consumer Durables,Consumer Durables,Granites & Marbles
INE506D01020,HALDYNGL,Capital Goods,Industrial Products,Packaging
INE932D01010,DUROPLY,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
INE231C01019,SHREYANIND,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE112C01011,AGIOPAPER,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE733A01018,STARPAPER,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE551D01018,PAKKA,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE385D01029,TAHMARENT,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
INE737E01011,KSSMART,Information Technology,IT - Services,IT Enabled Services
INE497C01016,NATPLY,Forest Materials,"Paper, Forest & Jute Products",Forest Products
INE570D01018,ARROWGREEN,Capital Goods,Industrial Products,Packaging
INE270I01022,VISHNU,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE699D01015,JUMBO,Capital Goods,Industrial Products,Packaging
INE740D01017,NRAIL,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE105C01023,3PLAND,Financial Services,Finance,Investment Company
INE384D01022,SANPA,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE810C01044,VENTURA,Textiles,Textiles & Apparels,Other Textile Products
INE538D01015,SHKARTP,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE088G01014,STHINPA,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE146N01016,FAMILYCARE,Healthcare,Healthcare Services,Healthcare Service Provider
INE707A01012,VINDHYATEL,Construction,Construction,Civil Construction
INE302D01024,RIR,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE045A01017,ADOR,Capital Goods,Industrial Products,Other Industrial Products
INE457F01013,SALZERELEC,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE919C01019,JETKINGQ,Consumer Services,Other Consumer Services,E-Learning
INE115E01010,INDAGIV,Services,Commercial Services & Supplies,Trading & Distributors
INE273A01015,APLAB,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE834B01012,PCS,Information Technology,IT - Services,IT Enabled Services
INE228A01035,USHAMART,Capital Goods,Industrial Products,Iron & Steel Products
INE252A01019,SPELS,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE287B01021,SUBROS,Capital Goods,Industrial Products,Other Industrial Products
INE125G01014,EDVENSWA,Information Technology,IT - Software,Computers - Software & Consulting
INE443P01038,PERVASIVE,Services,Commercial Services & Supplies,Trading & Distributors
INE671A01010,HONAUT,Capital Goods,Industrial Manufacturing,Industrial Products
INE311D01017,SWITCHTE,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE162B01018,LUMAXIND,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE927C01020,DIGISPICE,Information Technology,IT - Services,IT Enabled Services
INE216C01010,CALCOM,Consumer Durables,Consumer Durables,Consumer Electronics
INE083E01010,DYNAVSN,Services,Commercial Services & Supplies,Diversified Commercial Services
INE788D01016,BCCFUBA,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE143C01024,PRECISIO,Capital Goods,Industrial Manufacturing,Industrial Products
INE087E01011,FINELINE,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE292B01021,HBLENGINE,Capital Goods,Industrial Products,Other Industrial Products
INE902B01017,S&SPOWER,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE335Q01026,RNITAI,Information Technology,IT - Software,Computers - Software & Consulting
INE541F01022,GUJARATPOLY,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE162A01010,GIPCL,Power,Power,Power Generation
INE898E01011,MAGNUS,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE775A01035,MOTHERSON,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE834C01028,MODMA,Capital Goods,Industrial Products,Iron & Steel Products
INE110B01017,MINDTECK,Information Technology,IT - Software,Computers - Software & Consulting
INE176B01034,HAVELLS,Consumer Durables,Consumer Durables,Consumer Electronics
INE167B01025,ACIIN,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE689V01018,SBECSYS,Services,Commercial Services & Supplies,Trading & Distributors
INE437C01012,INCAP,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE877E01015,GUJINTRX,Capital Goods,Industrial Products,Castings & Forgings
INE188B01013,IGARASHI,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE225D01027,SYMPHONY,Consumer Durables,Consumer Durables,Household Appliances
INE043B01028,REGANTO,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE648E01010,PANELEC,Capital Goods,Industrial Manufacturing,Industrial Products
INE756A01019,VXLINSTR,Consumer Durables,Consumer Durables,Consumer Electronics
INE635A01023,SHYAMTEL,Services,Commercial Services & Supplies,Trading & Distributors
INE791B01014,LEENEE,Information Technology,IT - Services,IT Enabled Services
INE082C01024,PATELSAI,Capital Goods,Industrial Manufacturing,Industrial Products
INE295F01017,BUTTERFLY,Consumer Durables,Consumer Durables,Household Appliances
INE576B01019,ATHENAGLO,Information Technology,IT - Software,Computers - Software & Consulting
INE060D01028,NARMP,Capital Goods,Industrial Products,Plastic Products - Industrial
INE940C01015,DUTRON,Capital Goods,Industrial Products,Plastic Products - Industrial
INE165B01029,RSSOFTWARE,Information Technology,IT - Software,Computers - Software & Consulting
INE437D01010,MAGNAELQ,Capital Goods,Industrial Products,Castings & Forgings
INE415B01044,MARSONS,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE033C01019,ELNET,Information Technology,IT - Services,IT Enabled Services
INE258C01038,ACCEL,Information Technology,IT - Software,Computers - Software & Consulting
INE855C01023,WEBELSOLAR,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE535D01037,ROTO,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE690A01028,TTKPRESTIG,Consumer Durables,Consumer Durables,Household Appliances
INE589D01018,DHINDIA,Capital Goods,Industrial Manufacturing,Industrial Products
INE451D01029,RAJRATAN,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE130B01031,SURANAT&P,Power,Power,Power Generation
INE229A01017,ONWARDTEC,Information Technology,IT - Services,IT Enabled Services
INE320B01020,CENTUM,Capital Goods,Aerospace & Defense,Aerospace & Defense
INE209C01015,ALFATRAN,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE141C01036,NHCFOODS,Fast Moving Consumer Goods,Food Products,Other Food Products
INE362A01016,PVP,Realty,Realty,"Residential, Commercial Projects"
INE948A01012,TRIGYN,Information Technology,IT - Software,Computers - Software & Consulting
INE769B01028,CLENON,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
INE878B01027,KEI,Capital Goods,Industrial Products,Cables - Electricals
INE145L01012,KEERTHI,Construction Materials,Cement & Cement Products,Cement & Cement Products
INE827D01020,SRICC,Construction Materials,Cement & Cement Products,Cement & Cement Products
INE069E01019,SURAJ,Capital Goods,Industrial Products,Iron & Steel Products
INE071F01012,APCL,Construction Materials,Cement & Cement Products,Cement & Cement Products
INE537F01012,MODINATUR,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE100E01012,PRSNTIN,Textiles,Textiles & Apparels,Other Textile Products
INE455D01012,SHAHFOOD,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE687W01010,ZKHANDEN,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE488B01017,TASTYBITE,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE534D01014,RITESHIN,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE488D01021,AVTNPL,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE254N01026,HNDFDS,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
INE289A01011,NAHARINDUS,Textiles,Textiles & Apparels,Other Textile Products
INE693D01018,VADILENT,Fast Moving Consumer Goods,Food Products,Dairy Products
INE694D01016,VADILALIND,Fast Moving Consumer Goods,Food Products,Dairy Products
INE709D01012,ASHAI,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE982B01027,ADFFOODS,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE601N01010,RGRL,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
INE188E01017,WILLIMFI,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE601B01023,AJANTSOY,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE210A01017,WILLAMAGOR,Financial Services,Finance,Investment Company
INE102C01020,KISAAN,Services,Commercial Services & Supplies,Trading & Distributors
INE843L01012,SIEL,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE233P01017,SPTRSHI,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE890C01046,SANWARIA,Fast Moving Consumer Goods,Food Products,Other Food Products
INE297D01018,PRIMAGR,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE906C01016,TARAI,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE617B01011,MODAIRY,Fast Moving Consumer Goods,Food Products,Dairy Products
INE921D01013,BAMBINO,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE543F01028,PRIMIND,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE706A01022,VIKASWSP,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE923K01014,VSFPROJ,Construction,Construction,Civil Construction
INE856E01019,BANSTEA,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
INE809E01018,POONADAL,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE213P01027,TRANSFD,Fast Moving Consumer Goods,Beverages,Other Beverages
INE087B01017,ANIKINDS,Services,Commercial Services & Supplies,Trading & Distributors
INE220Z01013,SHINDL,Fast Moving Consumer Goods,Food Products,Seafood
INE673U01014,DATIWARE,Services,Transport Services,Shipping
INE873N01015,KMGMILK,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE953E01022,KSE,Fast Moving Consumer Goods,Food Products,Animal Feed
INE062E01014,PIONAGR,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE295C01014,VIRATCRA,Fast Moving Consumer Goods,Food Products,Dairy Products
INE678B01039,IBINFO,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE072V01017,AMBARPIL,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE975C01011,CHORDIA,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE052V01019,CIANAGRO,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE112B01013,OMEAG,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE358D01018,TAIIND,Services,Commercial Services & Supplies,Trading & Distributors
INE542C01019,NKIND,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE356C01022,BKV,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE630N01019,NCCBLUE,Fast Moving Consumer Goods,Food Products,Seafood
INE369C01017,NORBTEAEXP,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
INE822B01017,ASIANTNE,Services,Commercial Services & Supplies,Trading & Distributors
INE978A01027,HERITGFOOD,Fast Moving Consumer Goods,Food Products,Dairy Products
INE354D01017,SIMRAN,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry
INE092301014,HINDUST,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE421D01022,CCL,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
INE164B01030,KELLTONTEC,Information Technology,IT - Services,IT Enabled Services
INE565E01016,SURFI,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE177M01013,INTEGFD,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE734D01010,LAKESHORE,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE209B01025,RICOAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE090B01011,OMAXAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE577A01027,MUNJALSHOW,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE039C01032,JAMNAAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE105A01035,TVSHLTD,Financial Services,Finance,Investment Company
INE643A01035,JTEKTINDIA,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE672B01032,MUNJALAU,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE571B01036,JAYBARMARU,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE704B01017,RACLGEAR,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE706B01012,SAMKRG,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE315F01013,ECSTSTL,Capital Goods,Industrial Products,Iron & Steel Products
INE075B01020,SICALLOG,Services,Transport Services,Logistics Solution Provider
INE703B01027,RATNAMANI,Capital Goods,Industrial Products,Iron & Steel Products
INE386A01023,VESUVIUS,Capital Goods,Industrial Products,Electrodes & Refractories
INE900C01027,ASAL,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE125D01011,ABCINDQ,Services,Transport Services,Road Transport
INE654B01014,BALTE,Services,Transport Services,Road Transport
INE229E01019,COARO,Services,Transport Services,Road Transport
INE441C01014,SIBARAUT,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE757B01015,TRANSWORLD,Services,Transport Services,Shipping
INE580C01019,STARLOG,Services,Transport Infrastructure,Port & Port services
INE02Z901011,SHVSUIT,Services,Commercial Services & Supplies,Trading & Distributors
INE807M01031,TITANIN,Information Technology,IT - Services,IT Enabled Services
INE022C01012,EUROTEXIND,Textiles,Textiles & Apparels,Other Textile Products
INE483B01026,ICIL,Textiles,Textiles & Apparels,Other Textile Products
INE882A01013,MARALOVER,Textiles,Textiles & Apparels,Other Textile Products
INE314C01013,SOMATEX,Textiles,Textiles & Apparels,Other Textile Products
INE695C01015,SOURCEIND,Textiles,Textiles & Apparels,Other Textile Products
INE900E01015,ADVLIFE,Textiles,Textiles & Apparels,Other Textile Products
INE092E01011,KAKTEX,Textiles,Textiles & Apparels,Other Textile Products
INE814L01013,OCTAVE,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
