instrument_key,symbol,sector,industry,basic_industry
INE306C01019,ENERGYDEV,Power,Power,Power Generation
INE269A01021,SONATSOFTW,Information Technology,IT - Software,Computers - Software & Consulting
INE665D01016,BENGALT,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
INE139A01034,NATIONALUM,Metals & Mining,Non - Ferrous Metals,Aluminium
INE092B01025,INDNIPPON,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE023A01030,NSIL,Financial Services,Finance,Investment Company
INE372A01015,APARINDS,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE920B01019,TCIIND,Services,Commercial Services & Supplies,Diversified Commercial Services
INE793A01012,ACCELYA,Information Technology,IT - Software,Computers - Software & Consulting
INE215B01022,ORCHASP,Information Technology,IT - Software,Computers - Software & Consulting
INE394C01023,LANDMARC,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE860A01027,HCLTECH,Information Technology,IT - Software,Computers - Software & Consulting
INE389D01013,TCFCFINQ,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE007B01023,GEOJITFSL,Financial Services,Capital Markets,Stockbroking & Allied
INE749A01030,JINDALSTEL,Metals & Mining,Ferrous Metals,Iron & Steel
INE791A01024,BLBLIMITED,Financial Services,Finance,Investment Company
INE935A01035,GLENMARK,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE049B01025,WOCKPHARMA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE934A01012,INTEGHIT,Information Technology,IT - Software,Software Products
INE602C01011,KJMCCORP,Financial Services,Finance,Other Financial Services
INE915B01019,INDSWFTLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE878A01011,GVPIL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE879A01019,SHREERAMA,Capital Goods,Industrial Products,Packaging
INE813A01018,MAHLIFE,Realty,Realty,"Residential, Commercial Projects"
INE042B01012,GROARC,Information Technology,IT - Software,Software Products
INE418B01048,VAARAD,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE010B01027,ZYDUSLIFE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE555C01029,SHIVACEM,Construction Materials,Cement & Cement Products,Cement & Cement Products
INE039B01026,CINEVISTA,Realty,Realty,"Residential, Commercial Projects"
INE781A01025,INTENTECH,Information Technology,IT - Services,IT Enabled Services
INE310B01013,DANLAW,Capital Goods,Industrial Manufacturing,Industrial Products
INE031B01049,AJANTPHARM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE117B01020,CURAA,Information Technology,IT - Software,Computers - Software & Consulting
INE638B01025,HBPOR,Financial Services,Finance,Other Financial Services
INE640B01021,HBESD,Realty,Realty,"Residential, Commercial Projects"
INE792B01012,AMBICAAGAR,Fast Moving Consumer Goods,Household Products,Household Products
INE453B01029,COMPUSOFT,Consumer Services,Other Consumer Services,Education
INE369B01019,OMNIAX,Information Technology,IT - Software,Software Products
INE848A01014,IZMO,Information Technology,IT - Services,IT Enabled Services
INE494B01023,TVSMOTOR,Automobile and Auto Components,Automobiles,2/3 Wheelers
INE002B01016,MADALA,Realty,Realty,Real Estate related services
INE754A01055,SUBEXLTD,Information Technology,IT - Software,Software Products
INE688A01022,TCI,Services,Transport Services,Logistics Solution Provider
INE243B01016,PADMALAYAT,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE523B01011,AKSHOPTFBR,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
INE400B01020,VIRGOGLOB,Information Technology,IT - Software,Software Products
INE448B01029,PICTUREHS,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE256C01024,TRIVENI,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
INE374B01019,MUKTAARTS,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE309B01023,HITKITGLO,Information Technology,IT - Software,Software Products
INE099E01016,NAGPI,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
INE417B01040,DSSL,Information Technology,IT - Services,IT Enabled Services
INE859A01011,PNBGILTS,Financial Services,Finance,Investment Company
INE425B01027,BCG,Information Technology,IT - Services,IT Enabled Services
INE614A01028,RAMCOIND,Construction Materials,Other Construction Materials,Other Construction Materials
INE246B01019,RAMCOSYS,Information Technology,IT - Software,Software Products
INE517B01013,TTML,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
INE539B01017,VIRINCHI,Information Technology,IT - Software,Software Products
INE434B01029,WEPSOLN,Information Technology,IT - Services,IT Enabled Services
INE089C01029,STLTECH,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
INE716B01029,TIPSMUSIC,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
INE398B01018,UMIYA-MRO,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
INE464B01018,UNIVARTS,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE683B01047,FIRSTFIN,Information Technology,IT - Software,Software Products
INE893A01036,BABA,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE794B01026,BALAJITELE,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
INE443B01012,TYCHE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE526B01014,CALSOFT,Information Technology,IT - Software,Computers - Software & Consulting
INE392B01011,PNC,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE565A01014,IOB,Financial Services,Banks,Public Sector Bank
INE586B01026,TAJGVK,Consumer Services,Leisure Services,Hotels & Resorts
INE230B01021,CREATIVEYE,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
INE555B01013,AXISCADES,Capital Goods,Aerospace & Defense,Aerospace & Defense
INE971A01014,KONNDOR,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE240C01028,UMESLTD,Consumer Services,Other Consumer Services,E-Learning
INE836A01035,BSOFT,Information Technology,IT - Software,Computers - Software & Consulting
INE718B01017,USGTECH,Information Technology,IT - Services,IT Enabled Services
INE739B01039,4THGEN,Information Technology,IT - Software,Software Products
INE856B01023,7TEC,Information Technology,IT - Services,IT Enabled Services
INE005B01027,AVANTEL,Capital Goods,Aerospace & Defense,Aerospace & Defense
INE935B01025,MOSCHIP,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE933B01012,SIGMAADV,Capital Goods,Aerospace & Defense,Aerospace & Defense
INE330E01023,TRANSCOR,Financial Services,Finance,Other Financial Services
INE345B01019,CEREBRAINT,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE747B01016,NEXTMEDIA,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
INE178C01020,SMARTLINK,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE102D01028,GODREJCP,Fast Moving Consumer Goods,Personal Products,Personal Care
INE256D01014,GENUSPRIME,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE243D01012,BFUTILITIE,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity"
INE854D01024,UNITDSPR,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
INE799C01049,SANINFRA,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
INE260D01016,OLECTRA,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
INE943D01017,MPSLTD,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication
INE739E01017,CERA,Consumer Durables,Consumer Durables,Sanitary Ware
INE541C01037,TSPIRITUAL,Information Technology,IT - Software,Software Products
INE397D01024,BHARTIARTL,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
INE655D01025,SHALIWIR,Textiles,Textiles & Apparels,Other Textile Products
INE070C01037,COMPINFO,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE255D01024,GULPOLY,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE838E01017,PONNIERODE,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
INE160A01022,PNB,Financial Services,Banks,Public Sector Bank
INE881D01027,OFSS,Information Technology,IT - Software,Software Products
INE550F01049,HAZOOR,Construction,Construction,Civil Construction
INE411F01010,KAMAHOLD,Financial Services,Finance,Holding Company
INE095E01022,MPFSL,Services,Commercial Services & Supplies,Diversified Commercial Services
INE266F01018,APTECHT,Consumer Services,Other Consumer Services,Education
INE692A01016,UNIONBANK,Financial Services,Banks,Public Sector Bank
INE686F01025,UBL,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
INE781B01015,NOIDATOLL,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity"
INE101D01020,GRANULES,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE476A01022,CANBK,Financial Services,Banks,Public Sector Bank
INE525F01025,BLIL,Financial Services,Finance,Holding Company
INE637C01025,POKARNA,Consumer Durables,Consumer Durables,Granites & Marbles
INE361B01024,DIVISLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE386C01029,ASTRAMICRO,Capital Goods,Aerospace & Defense,Aerospace & Defense
INE944F01028,RADICO,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
INE585B01010,MARUTI,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
INE296E01026,RAJPALAYAM,Textiles,Textiles & Apparels,Other Textile Products
INE048G01026,NAVINFLUOR,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE691A01018,UCOBANK,Financial Services,Banks,Public Sector Bank
INE116D01028,BAGFILMS,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
INE220G01021,JSL,Metals & Mining,Ferrous Metals,Iron & Steel
INE399C01030,SUPRAJIT,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE236G01019,TVSELECT,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE203G01027,IGL,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
INE038F01029,TVTODAY,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
INE218G01033,PALREDTEC,Information Technology,IT - Services,IT Enabled Services
INE347G01014,PETRONET,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
INE376G01013,BIOCON,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE877F01012,PTC,Power,Power,Power Trading
INE457A01014,MAHABANK,Financial Services,Banks,Public Sector Bank
INE399G01023,RKFORGE,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE365B01017,DATAMATICS,Information Technology,IT - Services,IT Enabled Services
INE155G01029,NDTV,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
INE939A01011,STAR,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE481G01011,ULTRACEMCO,Construction Materials,Cement & Cement Products,Cement & Cement Products
INE405E01023,UNOMINDA,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE467B01029,TCS,Information Technology,IT - Software,Computers - Software & Consulting
INE591G01025,COFORGE,Information Technology,IT - Software,Computers - Software & Consulting
INE586G01017,GULFPETRO,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
INE348B01021,CENTURYPLY,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
INE625G01013,WELENT,Construction,Construction,Civil Construction
INE733E01010,NTPC,Power,Power,Power Generation
INE658G01014,SALSTEEL,Metals & Mining,Ferrous Metals,Sponge Iron
INE927D01051,JBMA,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE366A01041,DWARKESH,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
INE873D01024,INDOCO,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE450G01024,VIPCLOTHNG,Textiles,Textiles & Apparels,Garments & Apparels
INE692G01013,XCHANGING,Information Technology,IT - Software,Computers - Software & Consulting
INE161G01027,MORARJEE,Textiles,Textiles & Apparels,Other Textile Products
INE796G01012,JINDALPHOT,Financial Services,Finance,Investment Company
INE063E01053,POCL,Metals & Mining,Diversified Metals,Diversified Metals
INE351F01018,JPPOWER,Power,Power,Power Generation
INE748C01038,3IINFOLTD,Information Technology,IT - Software,Computers - Software & Consulting
INE887G01027,GOKEX,Textiles,Textiles & Apparels,Garments & Apparels
INE835G01018,ALLDIGI,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INE530B01024,IIFL,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE584F01014,MANGALAM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE498B01024,SHOPERSTOP,Consumer Services,Retailing,Diversified Retail
INE278G01037,CYBERMEDIA,"Media, Entertainment & Publication",Media,Electronic Media
INE875G01048,NDL,Textiles,Textiles & Apparels,Other Textile Products
INE824G01012,JSWHL,Financial Services,Finance,Investment Company
INE823G01014,JKCEMENT,Construction Materials,Cement & Cement Products,Cement & Cement Products
INE052B01011,BEEYU,Services,Commercial Services & Supplies,Trading & Distributors
INE528G01035,YESBANK,Financial Services,Banks,Private Sector Bank
INE023H01027,NECLIFE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE752G01015,MSPL,Capital Goods,Industrial Products,Iron & Steel Products
INE978G01016,SPLIL,Textiles,Textiles & Apparels,Trading - Textile Products
INE614B01018,KTKBANK,Financial Services,Banks,Private Sector Bank
INE942G01012,MCLEODRUSS,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
INE828G01013,FACORALL,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
INE526G01021,VIVIMEDLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE050H01012,RML,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE501G01024,HTMEDIA,"Media, Entertainment & Publication",Media,Print Media
INE231F01020,SASKEN,Information Technology,IT - Services,IT Enabled Services
INE512B01022,FCSSOFT,Information Technology,IT - Services,IT Enabled Services
INE040H01021,SUZLON,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE132H01018,AURIONPRO,Information Technology,IT - Software,Computers - Software & Consulting
INE087H01022,RENUKA,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
INE157H01023,KMSUGAR,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
INE186H01022,BASML,Textiles,Textiles & Apparels,Other Textile Products
INE160H01019,PBAINFRA,Construction,Construction,Civil Construction
INE212H01026,AIAENG,Capital Goods,Industrial Products,Castings & Forgings
INE184H01027,EKC,Capital Goods,Industrial Manufacturing,Industrial Products
INE202H01019,KERNEX,Services,Transport Services,Transport Related Services
INE461B01014,REPRO,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication
INE191H01014,PVRINOX,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE855F01042,ASMS,Information Technology,IT - Services,IT Enabled Services
INE185H01016,CELEBRITY,Textiles,Textiles & Apparels,Garments & Apparels
INE229H01012,NITINSPIN,Textiles,Textiles & Apparels,Other Textile Products
INE283H01019,ROHLTD,Consumer Services,Leisure Services,Hotels & Resorts
INE265F01028,ENIL,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
INE266H01014,CELLA,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE199G01027,JAGRAN,"Media, Entertainment & Publication",Media,Print Media
INE256H01015,DYNPRO,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE251H01024,GVKPIL,Power,Power,Power Generation
INE226H01026,SADBHAV,Construction,Construction,Civil Construction
INE330H01018,RCOM,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
INE190H01024,SAKUMA,Services,Commercial Services & Supplies,Trading & Distributors
INE389H01022,KEC,Construction,Construction,Civil Construction
INE047B01011,GILLANDERS,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
INE332H01014,INDOTECH,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE350H01032,BLKASHYAP,Construction,Construction,Civil Construction
INE774D01024,M&MFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE286H01012,VISACHROME,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
INE858F01012,NITCO,Consumer Durables,Consumer Durables,Ceramics
INE493H01014,MPDL,Realty,Realty,"Residential, Commercial Projects"
INE343H01029,SOLARINDS,Chemicals,Chemicals & Petrochemicals,Explosives
INE297H01019,GALLANTT,Capital Goods,Industrial Products,Iron & Steel Products
INE383H01017,MALUPAPER,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE786F01031,UTTAMSUGAR,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
INE353H01010,SGL,Textiles,Textiles & Apparels,Other Textile Products
INE401H01017,KKCL,Textiles,Textiles & Apparels,Garments & Apparels
INE424H01027,SUNTV,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
INE177H01039,GPIL,Capital Goods,Industrial Products,Iron & Steel Products
INE411H01032,RSYSTEMS,Information Technology,IT - Services,IT Enabled Services
INE296H01011,EMKAY,Financial Services,Capital Markets,Stockbroking & Allied
INE388G01026,TICL,Construction,Construction,Civil Construction
INE397H01017,LOKESHMACH,Capital Goods,Industrial Manufacturing,Industrial Products
INE390H01020,KAMDHENU,Capital Goods,Industrial Products,Iron & Steel Products
INE111F01024,PAUSHAKLTD,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE302H01017,GTNTEX,Textiles,Textiles & Apparels,Other Textile Products
INE367G01038,PFOCUS,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
INE418H01029,ALLCARGO,Services,Transport Services,Logistics Solution Provider
INE776C01039,GMRAIRPORT,Services,Transport Infrastructure,Airport & Airport services
INE669C01036,TECHM,Information Technology,IT - Software,Computers - Software & Consulting
INE536H01010,CIEINDIA,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE540H01012,VOLTAMP,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE285H01022,ATLANTAA,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity"
INE596H01014,HGM,Information Technology,IT - Services,IT Enabled Services
INE731H01025,ACE,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
INE916G01016,GEECEE,Realty,Realty,"Residential, Commercial Projects"
INE336H01023,GAYAPROJ,Construction,Construction,Civil Construction
INE737H01014,FIEMIND,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE544H01014,JHS,Fast Moving Consumer Goods,Personal Products,Personal Care
INE503A01015,DCBBANK,Financial Services,Banks,Private Sector Bank
INE792H01019,GLOBALVECT,Services,Transport Services,Airline
INE020G01017,INSPIRISYS,Information Technology,IT - Services,IT Enabled Services
INE221H01019,GTLINFRA,Telecommunication,Telecom - Services,Telecom - Infrastructure
INE637H01024,SHIVAMAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE663F01032,NAUKRI,Consumer Services,Retailing,Internet & Catalogue Retail
INE813H01021,TORNTPOWER,Power,Power,Integrated Power Utilities
INE561H01026,PARSVNATH,Realty,Realty,"Residential, Commercial Projects"
INE645H01027,SUTLEJTEX,Textiles,Textiles & Apparels,Other Textile Products
INE818H01020,LTFOODS,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE671H01015,SOBHA,Realty,Realty,"Residential, Commercial Projects"
INE803H01014,RUCHIRA,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE483C01032,TANLA,Information Technology,IT - Software,Software Products
INE966H01019,ZEEMEDIA,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
INE965H01011,SITINET,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
INE872H01027,LUMAXTECH,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE718H01014,AUTOIND,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE870H01013,NETWORK18,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
INE703H01016,HUBTOWN,Realty,Realty,"Residential, Commercial Projects"
INE627H01017,CTE,Information Technology,IT - Software,Computers - Software & Consulting
INE545H01011,TIIL,Capital Goods,Industrial Products,Iron & Steel Products
INE891D01026,REDINGTON,Services,Commercial Services & Supplies,Trading & Distributors
INE768E01024,AICHAMP,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products
INE704H01022,CINELINE,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE940H01022,PGIL,Textiles,Textiles & Apparels,Garments & Apparels
INE684F01012,FSL,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INE134E01011,PFC,Financial Services,Finance,Financial Institution
INE758C01029,AHLUCONT,Construction,Construction,Civil Construction
INE804H01012,TFL,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE562A01011,INDIANB,Financial Services,Banks,Public Sector Bank
INE812G01025,SMSPHARMA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE998H01012,ORIENTALTL,Consumer Durables,Consumer Durables,Granites & Marbles
INE311H01018,ELAND,Textiles,Textiles & Apparels,Other Textile Products
INE669E01016,IDEA,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
INE702H01018,JAGJANANI,Textiles,Textiles & Apparels,Other Textile Products
INE952H01027,RAJTV,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
INE761H01022,PAGEIND,Textiles,Textiles & Apparels,Garments & Apparels
INE005I01014,AMDIND,Capital Goods,Industrial Products,Packaging
INE976H01018,LEHAR,Consumer Durables,Consumer Durables,Footwear
INE006I01046,ASTRAL,Capital Goods,Industrial Products,Plastic Products - Industrial
INE069I01010,EMBDL,Realty,Realty,"Residential, Commercial Projects"
INE052I01032,CAMLINFINE,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE725G01011,ICRA,Financial Services,Capital Markets,Ratings
INE836F01026,DISHTV,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
INE280H01015,SAHYADRI,Construction Materials,Other Construction Materials,Other Construction Materials
INE917H01012,SRHHYPOLTD,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE061F01013,FORTIS,Healthcare,Healthcare Services,Hospital
INE797H01018,TGBHOTELS,Consumer Services,Leisure Services,Hotels & Resorts
INE788H01017,HILTON,Capital Goods,Industrial Products,Castings & Forgings
INE124G01033,DELTACORP,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation
INE287C01037,MICEL,Capital Goods,Industrial Products,Other Industrial Products
INE070I01018,INSECTICID,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE228I01012,ASAHISONG,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
INE928H01019,HARYNACAP,Financial Services,Finance,Investment Company
INE508G01029,TIMETECHNO,Capital Goods,Industrial Products,Plastic Products - Industrial
INE170I01016,HGS,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INE189I01024,NELCAST,Capital Goods,Industrial Products,Castings & Forgings
INE945H01021,V2RETAIL,Consumer Services,Retailing,Speciality Retail
INE271C01023,DLF,Realty,Realty,"Residential, Commercial Projects"
INE924H01018,TARMAT,Construction,Construction,Civil Construction
INE106I01010,ANKITMETAL,Metals & Mining,Ferrous Metals,Iron & Steel
INE232I01014,SPARC,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE191I01012,HDIL,Realty,Realty,"Residential, Commercial Projects"
INE102I01027,ADSL,Information Technology,IT - Services,IT Enabled Services
INE385I01010,ALPA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE800H01010,OMAXE,Realty,Realty,"Residential, Commercial Projects"
INE056I01025,REFEX,Utilities,Other Utilities,Waste Management
INE483A01010,CENTRALBK,Financial Services,Banks,Public Sector Bank
INE105I01020,SELMC,Textiles,Textiles & Apparels,Other Textile Products
INE333I01044,NEUEON,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE022I01019,ASIANTILES,Consumer Durables,Consumer Durables,Ceramics
INE930H01031,KPRMILL,Textiles,Textiles & Apparels,Other Textile Products
INE142I01023,TAKE,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
INE323I01011,PURVA,Realty,Realty,"Residential, Commercial Projects"
INE338I01027,MOTILALOFS,Financial Services,Capital Markets,Stockbroking & Allied
INE222F01029,VTMLTD,Textiles,Textiles & Apparels,Other Textile Products
INE227G01018,INDOWIND,Power,Power,Power Generation
INE245I01016,NAGREEKCAP,Financial Services,Finance,Investment Company
INE387I01016,MAGNUM,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE752E01010,POWERGRID,Power,Power,Power - Transmission
INE455I01029,KSCL,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE420C01059,PAISALO,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE429I01024,CCCL,Realty,Realty,"Residential, Commercial Projects"
INE550H01011,SUPREMEINF,Construction,Construction,Civil Construction
INE215I01027,MAANALU,Metals & Mining,Non - Ferrous Metals,Aluminium
INE369I01014,IL&FSENGG,Construction,Construction,Civil Construction
INE272G01014,PARLEIND,Services,Commercial Services & Supplies,Diversified Commercial Services
INE621H01010,RELIGARE,Financial Services,Finance,Investment Company
INE139I01011,BVCL,Construction Materials,Cement & Cement Products,Cement & Cement Products
INE575I01016,RATHIBAR,Capital Goods,Industrial Products,Iron & Steel Products
INE742F01042,ADANIPORTS,Services,Transport Infrastructure,Port & Port services
INE532F01054,EDELWEISS,Financial Services,Finance,Holding Company
INE722H01024,RGL,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE094I01018,KOLTEPATIL,Realty,Realty,"Residential, Commercial Projects"
INE234I01028,KAUSHALYA,Consumer Services,Leisure Services,Hotels & Resorts
INE668F01031,JYOTHYLAB,Fast Moving Consumer Goods,Household Products,Household Products
INE738I01010,ECLERX,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INE763I01026,TARIL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE791I01019,BRIGADE,Realty,Realty,"Residential, Commercial Projects"
INE661I01014,BGRENERGY,Construction,Construction,Civil Construction
INE015D01022,MANAKSIA,Capital Goods,Industrial Products,Iron & Steel Products
INE386I01018,PORWAL,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE095I01015,PPAP,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE298I01015,ARIES,Chemicals,Fertilizers & Agrochemicals,Fertilizers
INE529I01021,KUANTUM,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE614G01033,RPOWER,Power,Power,Power Generation
INE576I01022,JKIL,Construction,Construction,Civil Construction
INE792I01017,CORDSCABLE,Capital Goods,Industrial Products,Cables - Electricals
INE634I01029,KNRCON,Construction,Construction,Civil Construction
INE809I01019,ONMOBILE,"Media, Entertainment & Publication",Media,Web based media and service
INE964H01014,SEPC,Construction,Construction,Civil Construction
INE863I01016,BANG,Textiles,Textiles & Apparels,Garments & Apparels
INE821I01022,IRB,Construction,Construction,Civil Construction
INE871H01011,GSS,Information Technology,IT - Services,IT Enabled Services
INE049I01012,NAHARCAP,Financial Services,Finance,Investment Company
INE951I01027,VGUARD,Consumer Durables,Consumer Durables,Household Appliances
INE020B01018,RECLTD,Financial Services,Finance,Financial Institution
INE642I01014,GOKAKTEX,Textiles,Textiles & Apparels,Other Textile Products
INE615H01020,TITAGARH,Capital Goods,Industrial Manufacturing,Railway Wagons
INE415I01015,KIRIINDUS,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
